locus_tag	ftype	length_bp	gene	EC_number	COG	product
OBENKMEN_02296	CDS	234				hypothetical protein
OBENKMEN_02297	CDS	105				hypothetical protein
OBENKMEN_02298	CDS	1485	pucI		COG1953	putative allantoin permease
OBENKMEN_02299	tRNA	77				tRNA-Asp(gtc)
OBENKMEN_02300	CDS	765	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
OBENKMEN_02301	CDS	465	rnhA	3.1.26.4	COG0328	Ribonuclease HI
OBENKMEN_02302	CDS	720				hypothetical protein
OBENKMEN_02303	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
OBENKMEN_02304	CDS	1428	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
OBENKMEN_02305	CDS	783				hypothetical protein
OBENKMEN_02306	CDS	447				hypothetical protein
OBENKMEN_02307	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
OBENKMEN_02308	tRNA	77				tRNA-Asp(gtc)
OBENKMEN_02309	CDS	300				hypothetical protein
OBENKMEN_02310	CDS	639				hypothetical protein
OBENKMEN_02311	CDS	642	yceC_2		COG2310	Stress response protein SCP2
OBENKMEN_02312	CDS	702				hypothetical protein
OBENKMEN_02313	CDS	984				hypothetical protein
OBENKMEN_02314	CDS	1734				hypothetical protein
OBENKMEN_02315	CDS	1500				hypothetical protein
OBENKMEN_02316	CDS	570	hdeD		COG3247	Protein HdeD
OBENKMEN_02317	CDS	2022	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
OBENKMEN_02318	CDS	1188	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
OBENKMEN_02319	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
OBENKMEN_02320	CDS	1464	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
OBENKMEN_02321	CDS	1380	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
OBENKMEN_02322	CDS	225	yfgJ			putative protein YfgJ
OBENKMEN_02323	CDS	957				hypothetical protein
OBENKMEN_02324	CDS	1488	der		COG1160	GTPase Der
OBENKMEN_02325	CDS	1182	bamB		COG1520	Outer membrane protein assembly factor BamB
OBENKMEN_02326	CDS	636				hypothetical protein
OBENKMEN_02327	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
OBENKMEN_02328	CDS	1128	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
OBENKMEN_02329	CDS	1038	rodZ		COG1426	Cytoskeleton protein RodZ
OBENKMEN_02330	CDS	750				hypothetical protein
OBENKMEN_02331	CDS	1197	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
OBENKMEN_02332	CDS	429	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
OBENKMEN_02333	CDS	1683				hypothetical protein
OBENKMEN_02334	CDS	504	tpx	1.11.1.15	COG2077	Thiol peroxidase
OBENKMEN_02335	CDS	975	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
OBENKMEN_02336	CDS	771	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
OBENKMEN_02337	CDS	1617	mppA		COG4166	Periplasmic murein peptide-binding protein
OBENKMEN_02338	CDS	1014	zntB		COG0598	Zinc transport protein ZntB
OBENKMEN_02339	CDS	840				hypothetical protein
OBENKMEN_02340	CDS	210				hypothetical protein
OBENKMEN_02341	CDS	1005	aes	3.1.1.-		Acetyl esterase
OBENKMEN_02342	CDS	219	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
OBENKMEN_02343	CDS	1476	clpV1_4		COG0542	Protein ClpV1
OBENKMEN_02344	CDS	2349				hypothetical protein
OBENKMEN_02345	CDS	2220				hypothetical protein
OBENKMEN_02346	CDS	1104				hypothetical protein
OBENKMEN_02347	CDS	618				hypothetical protein
OBENKMEN_02348	CDS	366				hypothetical protein
OBENKMEN_02349	CDS	492				hypothetical protein
OBENKMEN_02350	CDS	1356				hypothetical protein
OBENKMEN_02351	CDS	213				hypothetical protein
OBENKMEN_02352	CDS	1059	bamC		COG3317	Outer membrane protein assembly factor BamC
OBENKMEN_02353	CDS	900	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
OBENKMEN_02354	CDS	615	gcvR		COG2716	Glycine cleavage system transcriptional repressor
OBENKMEN_02355	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
OBENKMEN_02356	CDS	420				hypothetical protein
OBENKMEN_02357	CDS	696				hypothetical protein
OBENKMEN_02358	CDS	1065				hypothetical protein
OBENKMEN_02359	CDS	1575	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
OBENKMEN_02360	CDS	357	yfgD		COG1393	putative protein YfgD
OBENKMEN_02361	CDS	708	hda		COG0593	DnaA regulatory inactivator Hda
OBENKMEN_02362	CDS	2163				hypothetical protein
OBENKMEN_02363	CDS	159				hypothetical protein
OBENKMEN_02364	CDS	2112				hypothetical protein
OBENKMEN_02365	CDS	639				hypothetical protein
OBENKMEN_02366	CDS	660				hypothetical protein
OBENKMEN_02367	CDS	681		1.-.-.-		putative oxidoreductase
OBENKMEN_02368	CDS	144				hypothetical protein
OBENKMEN_02369	CDS	951				hypothetical protein
OBENKMEN_02370	CDS	933				hypothetical protein
OBENKMEN_02371	CDS	906				hypothetical protein
OBENKMEN_02372	CDS	1074				hypothetical protein
OBENKMEN_02373	CDS	471				hypothetical protein
OBENKMEN_02374	CDS	420				hypothetical protein
OBENKMEN_02375	CDS	1386	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
OBENKMEN_02376	CDS	693	copR			Transcriptional activator protein CopR
OBENKMEN_02377	CDS	1092	ycjY		COG1073	putative protein YcjY
OBENKMEN_02378	CDS	666				hypothetical protein
OBENKMEN_02379	CDS	696				hypothetical protein
OBENKMEN_02380	CDS	843				hypothetical protein
OBENKMEN_02381	CDS	657				hypothetical protein
OBENKMEN_02382	CDS	831				hypothetical protein
OBENKMEN_02383	CDS	399				hypothetical protein
OBENKMEN_02384	CDS	510				hypothetical protein
OBENKMEN_02385	CDS	189				hypothetical protein
OBENKMEN_02386	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
OBENKMEN_02387	CDS	621	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
OBENKMEN_02388	CDS	273				hypothetical protein
OBENKMEN_02389	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
OBENKMEN_02390	CDS	900	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
OBENKMEN_02391	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
OBENKMEN_02392	CDS	1263	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
OBENKMEN_02393	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
OBENKMEN_02394	CDS	831	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
OBENKMEN_02395	CDS	402	ychQ		COG3094	Protein YchQ
OBENKMEN_02396	CDS	810				hypothetical protein
OBENKMEN_02397	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
OBENKMEN_02398	CDS	2010	noc_1			Nucleoid occlusion protein
OBENKMEN_02399	CDS	231				hypothetical protein
OBENKMEN_02400	CDS	507				hypothetical protein
OBENKMEN_02401	CDS	780				hypothetical protein
OBENKMEN_02402	CDS	420				hypothetical protein
OBENKMEN_02403	CDS	222				hypothetical protein
OBENKMEN_02404	CDS	678	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
OBENKMEN_02405	CDS	201				hypothetical protein
OBENKMEN_02406	CDS	1392				hypothetical protein
OBENKMEN_02407	CDS	972	virB		COG1475	Virulence regulon transcriptional activator VirB
OBENKMEN_02408	CDS	1236	parA			Plasmid partition protein A
OBENKMEN_02409	CDS	228				hypothetical protein
OBENKMEN_02410	CDS	327				hypothetical protein
OBENKMEN_02411	CDS	621	bin3			Putative transposon Tn552 DNA-invertase bin3
OBENKMEN_02412	CDS	942				ISNCY family transposase ISRor2
OBENKMEN_02413	CDS	276				hypothetical protein
OBENKMEN_02414	CDS	489	pld	3.1.4.4		Phospholipase D
OBENKMEN_02415	CDS	1764				hypothetical protein
OBENKMEN_02416	CDS	471				hypothetical protein
OBENKMEN_02417	CDS	318				hypothetical protein
OBENKMEN_02418	CDS	1023				IS110 family transposase IS1618
OBENKMEN_02419	CDS	105				hypothetical protein
OBENKMEN_02420	CDS	1065	repB			RepFIB replication protein A
OBENKMEN_02421	CDS	645				hypothetical protein
OBENKMEN_02422	CDS	147				hypothetical protein
OBENKMEN_02423	CDS	1023				hypothetical protein
OBENKMEN_02424	CDS	1086				hypothetical protein
OBENKMEN_02425	CDS	1917				hypothetical protein
OBENKMEN_02426	CDS	747				hypothetical protein
OBENKMEN_02427	CDS	570				hypothetical protein
OBENKMEN_02428	CDS	240	zapB		COG3074	Cell division protein ZapB
OBENKMEN_02429	CDS	849	glpF		COG0580	Glycerol uptake facilitator protein
OBENKMEN_02430	CDS	1524	glpK	2.7.1.30	COG0554	Glycerol kinase
OBENKMEN_02431	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
OBENKMEN_02432	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
OBENKMEN_02433	CDS	435				hypothetical protein
OBENKMEN_02434	CDS	636				hypothetical protein
OBENKMEN_02435	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
OBENKMEN_02436	CDS	1179	hdfR_2			HTH-type transcriptional regulator HdfR
OBENKMEN_02437	CDS	735	galB	4.2.1.83	COG2120	4-oxalmesaconate hydratase
OBENKMEN_02438	CDS	1407	yopH	3.1.3.48		Tyrosine-protein phosphatase YopH
OBENKMEN_02439	CDS	1320	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
OBENKMEN_02440	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
OBENKMEN_02441	CDS	846	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
OBENKMEN_02442	CDS	1074	ugpC_3	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
OBENKMEN_02443	CDS	750	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
OBENKMEN_02444	CDS	957				hypothetical protein
OBENKMEN_02445	CDS	900	bioP		COG0697	Biotin transporter
OBENKMEN_02446	CDS	954	metR			HTH-type transcriptional regulator MetR
OBENKMEN_02447	CDS	2292	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
OBENKMEN_02448	CDS	873				hypothetical protein
OBENKMEN_02449	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
OBENKMEN_02450	CDS	825				hypothetical protein
OBENKMEN_02451	CDS	1812	cstA_2		COG1966	Peptide transporter CstA
OBENKMEN_02452	CDS	531	yabI_1		COG0586	Inner membrane protein YabI
OBENKMEN_02453	CDS	1506				hypothetical protein
OBENKMEN_02454	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
OBENKMEN_02455	CDS	651	ubiJ_1		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
OBENKMEN_02456	CDS	1632	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
OBENKMEN_02457	CDS	267	tatA_2		COG1826	Sec-independent protein translocase protein TatA
OBENKMEN_02458	CDS	663	tatB			Sec-independent protein translocase protein TatB
OBENKMEN_02459	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
OBENKMEN_02460	CDS	540	tatD_1	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
OBENKMEN_02461	CDS	591	tdk	2.7.1.21	COG1435	Thymidine kinase
OBENKMEN_02462	CDS	408	hns			DNA-binding protein H-NS
OBENKMEN_02463	CDS	1347	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
OBENKMEN_02464	CDS	1017	rssB		COG0784	Regulator of RpoS
OBENKMEN_02465	CDS	465				hypothetical protein
OBENKMEN_02466	CDS	870	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
OBENKMEN_02467	CDS	1434	ptsG_2		COG1263	PTS system glucose-specific EIICB component
OBENKMEN_02468	CDS	810	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
OBENKMEN_02469	CDS	1023	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
OBENKMEN_02470	CDS	639	tmk	2.7.4.9	COG0125	Thymidylate kinase
OBENKMEN_02471	CDS	1026	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
OBENKMEN_02472	CDS	921	yopD			Protein YopD
OBENKMEN_02473	CDS	1206	yopB			Protein YopB
OBENKMEN_02474	CDS	507	ipgC		COG0457	Chaperone protein IpgC
OBENKMEN_02475	CDS	981	lcrV			Virulence-associated V antigen
OBENKMEN_02476	CDS	288				hypothetical protein
OBENKMEN_02477	CDS	441				hypothetical protein
OBENKMEN_02478	CDS	2115	invA		COG4789	Invasion protein InvA
OBENKMEN_02479	CDS	345	yscY			Chaperone protein YscY
OBENKMEN_02480	CDS	369	yscX			Yop proteins translocation protein X
OBENKMEN_02481	CDS	372	sycN			Chaperone protein SycN
OBENKMEN_02482	CDS	279	tyeA			Protein TyeA
OBENKMEN_02483	CDS	882	yopN			Outer membrane protein YopN
OBENKMEN_02484	CDS	1320	yscN	7.1.2.2		putative ATP synthase YscN
OBENKMEN_02485	CDS	465	yscO			Yop proteins translocation protein O
OBENKMEN_02486	CDS	1368				hypothetical protein
OBENKMEN_02487	CDS	924	yscQ			Yop proteins translocation protein Q
OBENKMEN_02488	CDS	654	spaP_2		COG4790	Surface presentation of antigens protein SpaP
OBENKMEN_02489	CDS	267	spaQ_2		COG4794	Surface presentation of antigens protein SpaQ
OBENKMEN_02490	CDS	786	spaR		COG4791	Surface presentation of antigens protein SpaR
OBENKMEN_02491	CDS	1065	yscU_2			Yop proteins translocation protein U
OBENKMEN_02492	CDS	396	yscW			Type 3 secretion system pilotin
OBENKMEN_02493	CDS	816	virF			Virulence regulon transcriptional activator VirF
OBENKMEN_02494	CDS	414	yscB			Chaperone protein YscB
OBENKMEN_02495	CDS	1824	sctC_2			Type 3 secretion system secretin
OBENKMEN_02496	CDS	1260	yscD			Yop proteins translocation protein D
OBENKMEN_02497	CDS	201	yscE			Putative Yop proteins translocation protein E
OBENKMEN_02498	CDS	264	yscF			Yop proteins translocation protein F
OBENKMEN_02499	CDS	348	yscG			Putative Yop proteins translocation protein G
OBENKMEN_02500	CDS	498	yscH			Yop proteins translocation protein H
OBENKMEN_02501	CDS	348	yscI			Yop proteins translocation protein I
OBENKMEN_02502	CDS	633	yscJ			Yop proteins translocation lipoprotein J
OBENKMEN_02503	CDS	630	yscK			Yop proteins translocation protein K
OBENKMEN_02504	CDS	633	yscL			Yop proteins translocation protein L
OBENKMEN_02505	CDS	348	yscM			Yop proteins translocation protein M
OBENKMEN_02506	CDS	231				hypothetical protein
OBENKMEN_02507	CDS	1176				hypothetical protein
OBENKMEN_02508	CDS	1347				hypothetical protein
OBENKMEN_02509	CDS	852	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
OBENKMEN_02510	CDS	606	kpsF	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KpsF
OBENKMEN_02511	CDS	1638	araB_2	2.7.1.16	COG1069	Ribulokinase
OBENKMEN_02512	CDS	954	rbsC_6		COG1172	Ribose import permease protein RbsC
OBENKMEN_02513	CDS	990	rbsC_7		COG1172	Ribose import permease protein RbsC
OBENKMEN_02514	CDS	1497	rbsA_4	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
OBENKMEN_02515	CDS	990	lsrB_3			Autoinducer 2-binding protein LsrB
OBENKMEN_02516	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
OBENKMEN_02517	CDS	1188				hypothetical protein
OBENKMEN_02518	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
OBENKMEN_02519	CDS	1356	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
OBENKMEN_02520	CDS	204	dinJ			Antitoxin DinJ
OBENKMEN_02521	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
OBENKMEN_02522	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
OBENKMEN_02523	CDS	846	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
OBENKMEN_02524	CDS	552	syd			Protein Syd
OBENKMEN_02525	CDS	231				hypothetical protein
OBENKMEN_02526	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
OBENKMEN_02527	CDS	1131	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
OBENKMEN_02528	CDS	465	ybjO			Inner membrane protein YbjO
OBENKMEN_02529	CDS	846	ydcV_1			Inner membrane ABC transporter permease protein YdcV
OBENKMEN_02530	CDS	966	potH		COG1176	Putrescine transport system permease protein PotH
OBENKMEN_02531	CDS	1134	potA	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
OBENKMEN_02532	CDS	1110	potF		COG0687	Putrescine-binding periplasmic protein
OBENKMEN_02533	CDS	486	ybjN			putative protein YbjN
OBENKMEN_02534	CDS	315				hypothetical protein
OBENKMEN_02535	CDS	264	grxA		COG0695	Glutaredoxin 1
OBENKMEN_02536	CDS	1689	aspT_1			Aspartate/alanine antiporter
OBENKMEN_02537	CDS	771				hypothetical protein
OBENKMEN_02538	CDS	606	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
OBENKMEN_02539	CDS	672	deoC_2	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
OBENKMEN_02540	CDS	765	deoR_2		COG1349	Deoxyribose operon repressor
OBENKMEN_02541	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
OBENKMEN_02542	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
OBENKMEN_02543	CDS	264	cspD		COG1278	Cold shock-like protein CspD
OBENKMEN_02544	CDS	1950	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
OBENKMEN_02545	CDS	1113	macA_2		COG0845	Macrolide export protein MacA
OBENKMEN_02546	CDS	948				hypothetical protein
OBENKMEN_02547	CDS	1668				hypothetical protein
OBENKMEN_02548	CDS	897	lysO		COG2431	Lysine exporter LysO
OBENKMEN_02549	CDS	492	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
OBENKMEN_02550	CDS	2325	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
OBENKMEN_02551	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
OBENKMEN_02552	CDS	297				hypothetical protein
OBENKMEN_02553	CDS	1266	fadL		COG2067	Long-chain fatty acid transport protein
OBENKMEN_02554	CDS	765	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
OBENKMEN_02555	CDS	1227				hypothetical protein
OBENKMEN_02556	CDS	513				hypothetical protein
OBENKMEN_02557	CDS	567	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
OBENKMEN_02558	CDS	1971	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
OBENKMEN_02559	CDS	495	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
OBENKMEN_02560	CDS	303				hypothetical protein
OBENKMEN_02561	CDS	738	ccmC		COG0755	Heme exporter protein C
OBENKMEN_02562	CDS	660	ccmB		COG2386	Heme exporter protein B
OBENKMEN_02563	CDS	657	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
OBENKMEN_02564	CDS	468				hypothetical protein
OBENKMEN_02565	tRNA	75				tRNA-Arg(cct)
OBENKMEN_02566	CDS	543	lemA		COG1704	Protein LemA
OBENKMEN_02567	CDS	570	cntI			Pseudopaline exporter CntI
OBENKMEN_02568	CDS	669	artM		COG4160	Arginine ABC transporter permease protein ArtM
OBENKMEN_02569	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
OBENKMEN_02570	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
OBENKMEN_02571	CDS	780	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
OBENKMEN_02572	CDS	561	pheA2	5.4.99.5	COG1605	Secreted chorismate mutase
OBENKMEN_02573	CDS	576	ybjP			putative lipoprotein YbjP
OBENKMEN_02574	CDS	1008	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
OBENKMEN_02575	CDS	1491				hypothetical protein
OBENKMEN_02576	CDS	1020	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
OBENKMEN_02577	CDS	1722	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
OBENKMEN_02578	CDS	1023	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
OBENKMEN_02579	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
OBENKMEN_02580	CDS	234				hypothetical protein
OBENKMEN_02581	CDS	1083	ttgD			Toluene efflux pump periplasmic linker protein TtgD
OBENKMEN_02582	CDS	3087	czcA			Cobalt-zinc-cadmium resistance protein CzcA
OBENKMEN_02583	CDS	333				hypothetical protein
OBENKMEN_02584	CDS	1086	pemA	3.1.1.11		Pectinesterase A
OBENKMEN_02585	CDS	1155				hypothetical protein
OBENKMEN_02586	CDS	333				hypothetical protein
OBENKMEN_02587	tRNA	87				tRNA-Leu(cag)
OBENKMEN_02588	CDS	1044	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
OBENKMEN_02589	CDS	438	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
OBENKMEN_02590	CDS	444	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
OBENKMEN_02591	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
OBENKMEN_02592	CDS	615	osmY		COG2823	Osmotically-inducible protein Y
OBENKMEN_02593	CDS	162				hypothetical protein
OBENKMEN_02594	CDS	1269				hypothetical protein
OBENKMEN_02595	CDS	810	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
OBENKMEN_02596	CDS	1971	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
OBENKMEN_02597	CDS	1224	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
OBENKMEN_02598	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
OBENKMEN_02599	CDS	873	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
OBENKMEN_02600	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
OBENKMEN_02601	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
OBENKMEN_02602	CDS	135				hypothetical protein
OBENKMEN_02603	CDS	300				hypothetical protein
OBENKMEN_02604	CDS	402	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
OBENKMEN_02605	CDS	687	tolQ_1		COG0811	Tol-Pal system protein TolQ
OBENKMEN_02606	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
OBENKMEN_02607	CDS	1182				hypothetical protein
OBENKMEN_02608	CDS	1293	tolB_1		COG0823	Tol-Pal system protein TolB
OBENKMEN_02609	CDS	507	pal_2		COG2885	Peptidoglycan-associated lipoprotein
OBENKMEN_02610	CDS	810	cpoB		COG1729	Cell division coordinator CpoB
OBENKMEN_02611	tRNA	76				tRNA-Lys(ttt)
OBENKMEN_02612	tRNA	76				tRNA-Lys(ttt)
OBENKMEN_02613	CDS	1062	nadA	2.5.1.72	COG0379	Quinolinate synthase A
OBENKMEN_02614	CDS	726	pnuC		COG3201	Nicotinamide riboside transporter PnuC
OBENKMEN_02615	CDS	939	zitB		COG1230	Zinc transporter ZitB
OBENKMEN_02616	CDS	108				hypothetical protein
OBENKMEN_02617	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
OBENKMEN_02618	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
OBENKMEN_02619	CDS	336	psiF			Phosphate starvation-inducible protein PsiF
OBENKMEN_02620	CDS	897	galM	5.1.3.3	COG2017	Aldose 1-epimerase
OBENKMEN_02621	CDS	153				hypothetical protein
OBENKMEN_02622	CDS	1152	galK	2.7.1.6	COG0153	Galactokinase
OBENKMEN_02623	CDS	1053	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
OBENKMEN_02624	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
OBENKMEN_02625	CDS	819				hypothetical protein
OBENKMEN_02626	CDS	129				hypothetical protein
OBENKMEN_02627	CDS	1491	modF		COG1119	ABC transporter ATP-binding protein ModF
OBENKMEN_02628	CDS	792	modE		COG2005	DNA-binding transcriptional dual regulator ModE
OBENKMEN_02629	CDS	153	acrZ			Multidrug efflux pump accessory protein AcrZ
OBENKMEN_02630	CDS	780	modA		COG0725	Molybdate-binding protein ModA
OBENKMEN_02631	CDS	696	modB		COG4149	Molybdenum transport system permease protein ModB
OBENKMEN_02632	CDS	1080	cysA_2	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
OBENKMEN_02633	CDS	822	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
OBENKMEN_02634	CDS	1005	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
OBENKMEN_02635	CDS	1281	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
OBENKMEN_02636	CDS	1038	bioB	2.8.1.6	COG0502	Biotin synthase
OBENKMEN_02637	CDS	1152	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
OBENKMEN_02638	CDS	804	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
OBENKMEN_02639	CDS	738	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
OBENKMEN_02640	CDS	711	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
OBENKMEN_02641	CDS	711	ybhL		COG0670	Inner membrane protein YbhL
OBENKMEN_02642	CDS	456	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
OBENKMEN_02643	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
OBENKMEN_02644	CDS	480	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
OBENKMEN_02645	CDS	981	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
OBENKMEN_02646	CDS	147				hypothetical protein
OBENKMEN_02647	CDS	924	ybhK		COG0391	Putative gluconeogenesis factor
OBENKMEN_02648	CDS	246			COG4628	DNA-binding protein
OBENKMEN_02649	CDS	2016	uvrB		COG0556	UvrABC system protein B
OBENKMEN_02650	CDS	1383	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
OBENKMEN_02651	CDS	399				hypothetical protein
