locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJHEAMEG_02249	CDS	318	metJ		COG3060	Met repressor
KJHEAMEG_02250	CDS	1791	assT_4	2.8.2.22		Arylsulfate sulfotransferase AssT
KJHEAMEG_02251	CDS	663				hypothetical protein
KJHEAMEG_02252	CDS	213	rpmE		COG0254	50S ribosomal protein L31
KJHEAMEG_02253	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
KJHEAMEG_02254	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
KJHEAMEG_02255	CDS	882	ftsN		COG3087	Cell division protein FtsN
KJHEAMEG_02256	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
KJHEAMEG_02257	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
KJHEAMEG_02258	CDS	930	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
KJHEAMEG_02259	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
KJHEAMEG_02260	CDS	240	zapB		COG3074	Cell division protein ZapB
KJHEAMEG_02261	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
KJHEAMEG_02262	CDS	1509	glpK_2	2.7.1.30	COG0554	Glycerol kinase
KJHEAMEG_02263	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
KJHEAMEG_02264	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
KJHEAMEG_02265	CDS	429				hypothetical protein
KJHEAMEG_02266	CDS	597				hypothetical protein
KJHEAMEG_02267	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
KJHEAMEG_02268	CDS	765	lsrE	5.1.3.-	COG0036	Putative epimerase LsrE
KJHEAMEG_02269	CDS	330	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
KJHEAMEG_02270	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
KJHEAMEG_02271	CDS	1023	lsrB			Autoinducer 2-binding protein LsrB
KJHEAMEG_02272	CDS	999	lsrD			Autoinducer 2 import system permease protein LsrD
KJHEAMEG_02273	CDS	1044	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
KJHEAMEG_02274	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
KJHEAMEG_02275	CDS	960	lsrR		COG2390	Transcriptional regulator LsrR
KJHEAMEG_02276	CDS	1593	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
KJHEAMEG_02277	CDS	351				hypothetical protein
KJHEAMEG_02278	CDS	165				hypothetical protein
KJHEAMEG_02279	CDS	723	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
KJHEAMEG_02280	CDS	1041				hypothetical protein
KJHEAMEG_02281	CDS	960	scrK	2.7.1.4	COG0524	Fructokinase
KJHEAMEG_02282	CDS	1335	yagG		COG2211	Putative glycoside/cation symporter YagG
KJHEAMEG_02283	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
KJHEAMEG_02284	CDS	990	sbp		COG1613	Sulfate-binding protein
KJHEAMEG_02285	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
KJHEAMEG_02286	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
KJHEAMEG_02287	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
KJHEAMEG_02288	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
KJHEAMEG_02289	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
KJHEAMEG_02290	CDS	396				hypothetical protein
KJHEAMEG_02291	CDS	690	yiiM		COG2258	Protein YiiM
KJHEAMEG_02292	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
KJHEAMEG_02293	CDS	984			COG1638	Solute-binding protein
KJHEAMEG_02294	CDS	516				hypothetical protein
KJHEAMEG_02295	CDS	1308	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
KJHEAMEG_02296	CDS	672	kdgM_2			Oligogalacturonate-specific porin KdgM
KJHEAMEG_02297	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
KJHEAMEG_02298	CDS	849	rhaR_4			HTH-type transcriptional activator RhaR
KJHEAMEG_02299	CDS	489	rhaS_1			HTH-type transcriptional activator RhaS
KJHEAMEG_02300	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
KJHEAMEG_02301	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
KJHEAMEG_02302	CDS	828	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
KJHEAMEG_02303	CDS	1149	mdh_3	1.1.1.244		NAD-dependent methanol dehydrogenase
KJHEAMEG_02304	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
KJHEAMEG_02305	CDS	549	sutR_1		COG1396	HTH-type transcriptional regulator SutR
KJHEAMEG_02306	CDS	660				hypothetical protein
KJHEAMEG_02307	CDS	324				hypothetical protein
KJHEAMEG_02308	CDS	1101				hypothetical protein
KJHEAMEG_02309	CDS	1032				hypothetical protein
KJHEAMEG_02310	CDS	837	fdhD		COG1526	Sulfur carrier protein FdhD
KJHEAMEG_02311	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
KJHEAMEG_02312	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
KJHEAMEG_02313	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
KJHEAMEG_02314	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
KJHEAMEG_02315	CDS	930	fdhE		COG3058	Protein FdhE
KJHEAMEG_02316	CDS	291				hypothetical protein
KJHEAMEG_02317	CDS	312	higB-2		COG2026	Toxin HigB-2
KJHEAMEG_02318	CDS	930	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
KJHEAMEG_02319	CDS	312	higB	3.1.-.-	COG4680	mRNA interferase HigB
KJHEAMEG_02320	CDS	447	higA		COG5499	Antitoxin HigA
KJHEAMEG_02321	CDS	942				hypothetical protein
KJHEAMEG_02322	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
KJHEAMEG_02323	CDS	780				hypothetical protein
KJHEAMEG_02324	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
KJHEAMEG_02325	CDS	804	csqR		COG1349	HTH-type transcriptional repressor CsqR
KJHEAMEG_02326	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
KJHEAMEG_02327	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
KJHEAMEG_02328	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
KJHEAMEG_02329	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
KJHEAMEG_02330	CDS	843	yihR		COG2017	putative protein YihR
KJHEAMEG_02331	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
KJHEAMEG_02332	CDS	1383	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
KJHEAMEG_02333	CDS	1422	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
KJHEAMEG_02334	CDS	693	ompL			Porin OmpL
KJHEAMEG_02335	CDS	849				hypothetical protein
KJHEAMEG_02336	CDS	1026				hypothetical protein
KJHEAMEG_02337	CDS	876				hypothetical protein
KJHEAMEG_02338	CDS	1242	hemW_1		COG0635	Heme chaperone HemW
KJHEAMEG_02339	CDS	879				hypothetical protein
KJHEAMEG_02340	CDS	735	ybhA_1	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
KJHEAMEG_02341	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
KJHEAMEG_02342	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
KJHEAMEG_02343	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
KJHEAMEG_02344	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
KJHEAMEG_02345	CDS	111	yshB			putative protein YshB
KJHEAMEG_02346	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
KJHEAMEG_02347	CDS	516	yihI		COG3078	Der GTPase-activating protein YihI
KJHEAMEG_02348	CDS	198				hypothetical protein
KJHEAMEG_02349	CDS	633	engB		COG0218	putative GTP-binding protein EngB
KJHEAMEG_02350	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
KJHEAMEG_02351	CDS	909	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
KJHEAMEG_02352	CDS	624	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
KJHEAMEG_02353	CDS	987	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
KJHEAMEG_02354	CDS	270	yihD		COG3084	Protein YihD
KJHEAMEG_02355	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
KJHEAMEG_02356	CDS	531	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
KJHEAMEG_02357	rRNA	78				5S ribosomal RNA (partial)
KJHEAMEG_02358	rRNA	83				5S ribosomal RNA (partial)
KJHEAMEG_02359	tRNA	77				tRNA-Asp(gtc)
KJHEAMEG_02360	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
KJHEAMEG_02361	CDS	915	dmlR_4			HTH-type transcriptional regulator DmlR
KJHEAMEG_02362	CDS	1176	ydhP		COG2814	Inner membrane transport protein YdhP
KJHEAMEG_02363	CDS	801				hypothetical protein
KJHEAMEG_02364	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
KJHEAMEG_02365	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
KJHEAMEG_02366	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
KJHEAMEG_02367	CDS	723				hypothetical protein
KJHEAMEG_02368	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
KJHEAMEG_02369	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
KJHEAMEG_02370	tRNA	77				tRNA-Asp(gtc)
KJHEAMEG_02371	CDS	1056				hypothetical protein
KJHEAMEG_02372	CDS	996				hypothetical protein
KJHEAMEG_02373	CDS	1884				hypothetical protein
KJHEAMEG_02374	CDS	495				hypothetical protein
KJHEAMEG_02375	CDS	825				hypothetical protein
KJHEAMEG_02376	CDS	903				hypothetical protein
KJHEAMEG_02377	CDS	2640	clpV1		COG0542	Protein ClpV1
KJHEAMEG_02378	CDS	543				hypothetical protein
KJHEAMEG_02379	CDS	1494				hypothetical protein
KJHEAMEG_02380	CDS	447				hypothetical protein
KJHEAMEG_02381	CDS	486	hcp1_1		COG3157	Protein hcp1
KJHEAMEG_02382	CDS	486				hypothetical protein
KJHEAMEG_02383	CDS	372				hypothetical protein
KJHEAMEG_02384	CDS	486	hcp1_2		COG3157	Protein hcp1
KJHEAMEG_02385	CDS	537				hypothetical protein
KJHEAMEG_02386	CDS	1344				hypothetical protein
KJHEAMEG_02387	CDS	1299	pal_2			Peptidoglycan-associated lipoprotein
KJHEAMEG_02388	CDS	774				hypothetical protein
KJHEAMEG_02389	CDS	357				hypothetical protein
KJHEAMEG_02390	CDS	3870				hypothetical protein
KJHEAMEG_02391	CDS	789				hypothetical protein
KJHEAMEG_02392	CDS	387				hypothetical protein
KJHEAMEG_02393	CDS	519				hypothetical protein
KJHEAMEG_02394	CDS	2190				hypothetical protein
KJHEAMEG_02395	CDS	447				hypothetical protein
KJHEAMEG_02396	CDS	4095	rhsB	3.1.-.-	COG3209	putative deoxyribonuclease RhsB
KJHEAMEG_02397	CDS	264				hypothetical protein
KJHEAMEG_02398	CDS	774				hypothetical protein
KJHEAMEG_02399	CDS	447				hypothetical protein
KJHEAMEG_02400	CDS	138				hypothetical protein
KJHEAMEG_02401	CDS	438				hypothetical protein
KJHEAMEG_02402	CDS	276	symE_2	3.1.-.-		Endoribonuclease SymE
KJHEAMEG_02403	CDS	252				hypothetical protein
KJHEAMEG_02404	CDS	159				hypothetical protein
KJHEAMEG_02405	CDS	198				hypothetical protein
KJHEAMEG_02406	CDS	282				IS3 family transposase IS1351
KJHEAMEG_02407	CDS	501				hypothetical protein
KJHEAMEG_02408	CDS	714	caf1M		COG3121	Chaperone protein caf1M
KJHEAMEG_02409	CDS	2511	caf1A		COG3188	F1 capsule-anchoring protein
KJHEAMEG_02410	CDS	471				hypothetical protein
KJHEAMEG_02411	CDS	822				hypothetical protein
KJHEAMEG_02412	CDS	612				hypothetical protein
KJHEAMEG_02413	CDS	948	dmlR_5			HTH-type transcriptional regulator DmlR
KJHEAMEG_02414	CDS	720	pagN		COG3637	Outer membrane protein PagN
KJHEAMEG_02415	CDS	408				hypothetical protein
KJHEAMEG_02416	CDS	768	yafV	3.5.1.3		Omega-amidase YafV
KJHEAMEG_02417	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
KJHEAMEG_02418	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
KJHEAMEG_02419	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
KJHEAMEG_02420	CDS	741				hypothetical protein
KJHEAMEG_02421	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
KJHEAMEG_02422	CDS	975	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
KJHEAMEG_02423	CDS	162				hypothetical protein
KJHEAMEG_02424	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
KJHEAMEG_02425	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
KJHEAMEG_02426	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
KJHEAMEG_02427	CDS	1245				hypothetical protein
KJHEAMEG_02428	CDS	402	crl			Sigma factor-binding protein Crl
KJHEAMEG_02429	CDS	1053	phoE		COG3203	Outer membrane porin PhoE
KJHEAMEG_02430	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
KJHEAMEG_02431	CDS	1251	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
KJHEAMEG_02432	tRNA	76				tRNA-Thr(cgt)
KJHEAMEG_02433	CDS	1164	xerD_1			Tyrosine recombinase XerD
KJHEAMEG_02434	CDS	138				hypothetical protein
KJHEAMEG_02435	CDS	396				hypothetical protein
KJHEAMEG_02436	CDS	474				hypothetical protein
KJHEAMEG_02437	CDS	450				hypothetical protein
KJHEAMEG_02438	CDS	300				hypothetical protein
KJHEAMEG_02439	CDS	399				hypothetical protein
KJHEAMEG_02440	CDS	294				hypothetical protein
KJHEAMEG_02441	CDS	285				hypothetical protein
KJHEAMEG_02442	CDS	708				hypothetical protein
KJHEAMEG_02443	CDS	144				hypothetical protein
KJHEAMEG_02444	CDS	189				hypothetical protein
KJHEAMEG_02445	CDS	126				hypothetical protein
KJHEAMEG_02446	CDS	291				hypothetical protein
KJHEAMEG_02447	CDS	243				hypothetical protein
KJHEAMEG_02448	CDS	201				hypothetical protein
KJHEAMEG_02449	CDS	579				hypothetical protein
KJHEAMEG_02450	CDS	303				hypothetical protein
KJHEAMEG_02451	CDS	360			COG1974	putative HTH-type transcriptional regulator
KJHEAMEG_02452	CDS	186				hypothetical protein
KJHEAMEG_02453	CDS	279				hypothetical protein
KJHEAMEG_02454	CDS	147				hypothetical protein
KJHEAMEG_02455	CDS	816				hypothetical protein
KJHEAMEG_02456	CDS	1377	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
KJHEAMEG_02457	CDS	438				hypothetical protein
KJHEAMEG_02458	CDS	333				hypothetical protein
KJHEAMEG_02459	CDS	177				hypothetical protein
KJHEAMEG_02460	CDS	612				hypothetical protein
KJHEAMEG_02461	CDS	225				hypothetical protein
KJHEAMEG_02462	CDS	204				hypothetical protein
KJHEAMEG_02463	CDS	180				hypothetical protein
KJHEAMEG_02464	CDS	624				hypothetical protein
KJHEAMEG_02465	CDS	519				hypothetical protein
KJHEAMEG_02466	CDS	327				hypothetical protein
KJHEAMEG_02467	CDS	438	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
KJHEAMEG_02468	CDS	471				hypothetical protein
KJHEAMEG_02469	CDS	522				hypothetical protein
KJHEAMEG_02470	CDS	243				hypothetical protein
KJHEAMEG_02471	CDS	390				hypothetical protein
KJHEAMEG_02472	CDS	405				hypothetical protein
KJHEAMEG_02473	CDS	489				hypothetical protein
KJHEAMEG_02474	CDS	1500				hypothetical protein
KJHEAMEG_02475	CDS	2178				hypothetical protein
KJHEAMEG_02476	CDS	912				hypothetical protein
KJHEAMEG_02477	CDS	1293				hypothetical protein
KJHEAMEG_02478	CDS	210				hypothetical protein
KJHEAMEG_02479	CDS	501				hypothetical protein
KJHEAMEG_02480	CDS	1419				hypothetical protein
KJHEAMEG_02481	CDS	639				hypothetical protein
KJHEAMEG_02482	CDS	456				hypothetical protein
KJHEAMEG_02483	CDS	690				hypothetical protein
KJHEAMEG_02484	CDS	1416				hypothetical protein
KJHEAMEG_02485	CDS	1830				hypothetical protein
KJHEAMEG_02486	CDS	330				hypothetical protein
KJHEAMEG_02487	CDS	366				hypothetical protein
KJHEAMEG_02488	CDS	252				hypothetical protein
KJHEAMEG_02489	CDS	225				hypothetical protein
KJHEAMEG_02490	CDS	903				hypothetical protein
KJHEAMEG_02491	CDS	1968				hypothetical protein
KJHEAMEG_02492	CDS	1923				hypothetical protein
KJHEAMEG_02493	CDS	303				hypothetical protein
KJHEAMEG_02494	CDS	345	ddrA_1			Diol dehydratase-reactivating factor alpha subunit
KJHEAMEG_02495	CDS	417	ddrA_2			Diol dehydratase-reactivating factor alpha subunit
KJHEAMEG_02496	CDS	300				hypothetical protein
KJHEAMEG_02497	CDS	1233	ynfM_1			Inner membrane transport protein YnfM
KJHEAMEG_02498	CDS	1422	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
KJHEAMEG_02499	CDS	627	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
KJHEAMEG_02500	CDS	879				hypothetical protein
KJHEAMEG_02501	CDS	915	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
KJHEAMEG_02502	CDS	522	dmlR_6			HTH-type transcriptional regulator DmlR
KJHEAMEG_02503	CDS	465	dmlR_7			HTH-type transcriptional regulator DmlR
KJHEAMEG_02504	CDS	273				hypothetical protein
KJHEAMEG_02505	CDS	399				hypothetical protein
KJHEAMEG_02506	CDS	759	fimC_1			Chaperone protein FimC
KJHEAMEG_02507	CDS	1326				hypothetical protein
KJHEAMEG_02508	CDS	2568	fimD_2		COG3188	Outer membrane usher protein FimD
KJHEAMEG_02509	CDS	762	yadV			putative fimbrial chaperone YadV
KJHEAMEG_02510	CDS	537	sfaA			S-fimbrial protein subunit SfaA
KJHEAMEG_02511	CDS	735				hypothetical protein
KJHEAMEG_02512	CDS	501				hypothetical protein
KJHEAMEG_02513	CDS	1575	pdeN_1	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
KJHEAMEG_02514	CDS	744				hypothetical protein
KJHEAMEG_02515	CDS	489				hypothetical protein
KJHEAMEG_02516	CDS	198				hypothetical protein
KJHEAMEG_02517	CDS	333	ompX_1		COG3637	Outer membrane protein X
KJHEAMEG_02518	CDS	525				hypothetical protein
KJHEAMEG_02519	CDS	360				hypothetical protein
KJHEAMEG_02520	CDS	1458	oprM		COG1538	Outer membrane protein OprM
KJHEAMEG_02521	CDS	3168	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
KJHEAMEG_02522	CDS	1227	bepF			Efflux pump periplasmic linker BepF
KJHEAMEG_02523	CDS	2289	actP_2	7.2.2.9		Copper-transporting P-type ATPase
KJHEAMEG_02524	CDS	465	hmrR_2			HTH-type transcriptional regulator HmrR
KJHEAMEG_02525	CDS	195				hypothetical protein
KJHEAMEG_02526	CDS	1254	yjhB_2			Putative metabolite transport protein YjhB
KJHEAMEG_02527	CDS	1959				hypothetical protein
KJHEAMEG_02528	CDS	2973				hypothetical protein
KJHEAMEG_02529	CDS	102				hypothetical protein
KJHEAMEG_02530	CDS	1404				hypothetical protein
KJHEAMEG_02531	CDS	1011	appB_1	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
KJHEAMEG_02532	CDS	132				hypothetical protein
KJHEAMEG_02533	CDS	1005	rhaR_5			HTH-type transcriptional activator RhaR
KJHEAMEG_02534	CDS	2091	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
KJHEAMEG_02535	CDS	633	rhtC_2		COG1280	Threonine efflux protein
KJHEAMEG_02536	CDS	276				hypothetical protein
KJHEAMEG_02537	CDS	1626	prpR		COG1221	Propionate catabolism operon regulatory protein
KJHEAMEG_02538	CDS	888	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
KJHEAMEG_02539	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
KJHEAMEG_02540	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
KJHEAMEG_02541	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KJHEAMEG_02542	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
KJHEAMEG_02543	CDS	2937				hypothetical protein
KJHEAMEG_02544	CDS	624	iprA_3			Inhibitor of hydrogen peroxide resistance
KJHEAMEG_02545	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
KJHEAMEG_02546	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
KJHEAMEG_02547	CDS	1095				hypothetical protein
KJHEAMEG_02548	CDS	309	yaiY			Inner membrane protein YaiY
KJHEAMEG_02549	CDS	216				hypothetical protein
KJHEAMEG_02550	CDS	1113	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
KJHEAMEG_02551	CDS	684				hypothetical protein
KJHEAMEG_02552	CDS	1212	sbnD_2			Staphyloferrin B transporter
KJHEAMEG_02553	CDS	261	iraP			Anti-adapter protein IraP
KJHEAMEG_02554	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
KJHEAMEG_02555	CDS	1113	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
KJHEAMEG_02556	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KJHEAMEG_02557	CDS	456				hypothetical protein
KJHEAMEG_02558	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
KJHEAMEG_02559	CDS	192	yaiA			putative protein YaiA
KJHEAMEG_02560	CDS	678				hypothetical protein
KJHEAMEG_02561	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
KJHEAMEG_02562	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
KJHEAMEG_02563	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
KJHEAMEG_02564	CDS	1173	araJ		COG2814	Putative transporter AraJ
KJHEAMEG_02565	CDS	3141	sbcC		COG0419	Nuclease SbcCD subunit C
KJHEAMEG_02566	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
KJHEAMEG_02567	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
KJHEAMEG_02568	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
KJHEAMEG_02569	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
KJHEAMEG_02570	CDS	1371	proY		COG1113	Proline-specific permease ProY
KJHEAMEG_02571	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
KJHEAMEG_02572	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
KJHEAMEG_02573	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
KJHEAMEG_02574	CDS	1065	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
KJHEAMEG_02575	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
KJHEAMEG_02576	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
KJHEAMEG_02577	CDS	1815	secD		COG0342	Protein translocase subunit SecD
KJHEAMEG_02578	CDS	972	secF		COG0341	Protein translocase subunit SecF
KJHEAMEG_02579	CDS	366				hypothetical protein
KJHEAMEG_02580	CDS	693				hypothetical protein
KJHEAMEG_02581	CDS	348				hypothetical protein
KJHEAMEG_02582	CDS	108				hypothetical protein
KJHEAMEG_02583	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
KJHEAMEG_02584	CDS	540	yajI			putative lipoprotein YajI
KJHEAMEG_02585	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
KJHEAMEG_02586	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
KJHEAMEG_02587	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
KJHEAMEG_02588	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
KJHEAMEG_02589	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
KJHEAMEG_02590	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
KJHEAMEG_02591	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
KJHEAMEG_02592	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
KJHEAMEG_02593	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
KJHEAMEG_02594	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
KJHEAMEG_02595	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
KJHEAMEG_02596	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
KJHEAMEG_02597	CDS	861	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
KJHEAMEG_02598	CDS	1110	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
KJHEAMEG_02599	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
KJHEAMEG_02600	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
KJHEAMEG_02601	CDS	1104	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
KJHEAMEG_02602	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
KJHEAMEG_02603	CDS	591	yajL_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
KJHEAMEG_02604	CDS	912	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
KJHEAMEG_02605	CDS	492				hypothetical protein
KJHEAMEG_02606	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
KJHEAMEG_02607	CDS	1512				hypothetical protein
KJHEAMEG_02608	CDS	1494				hypothetical protein
KJHEAMEG_02609	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
KJHEAMEG_02610	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
